ProductID,Product Name,Category,SubCategory,Unit Price (MRP)
P803,"Logitech Numeric Keypad, USB",Technology,Accessories,46.50
P804,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,153.50
P805,"Rubbermaid Photo Frame, Duo Pack",Furniture,Furnishings,51.67
P806,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,32.00
P807,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,29.50
P808,"Cisco Signal Booster, Cordless",Technology,Phones,154.60
P809,"Canon Fax and Copier, Color",Technology,Copiers,192.80
P810,"Epson Receipt Printer, Wireless",Technology,Machines,117.00
P811,"Belkin Router, USB",Technology,Accessories,259.00
P812,"Samsung Office Telephone, Full Size",Technology,Phones,40.00
P813,"Hoover Stove, White",Office Supplies,Appliances,510.00
P814,"Deflect-O Clock, Black",Furniture,Furnishings,50.33
P815,"Eldon Shelving, Wire Frame",Office Supplies,Storage,23.50
P816,"Advantus Staples, Bulk Pack",Office Supplies,Fasteners,5.40
P817,"Avery Shipping Labels, 5000 Label Set",Office Supplies,Labels,6.00
P818,"Kleencut Letter Opener, Easy Grip",Office Supplies,Supplies,27.11
P819,"Stanley Markers, Blue",Office Supplies,Art,20.00
P820,"Acco 3-Hole Punch, Recycled",Office Supplies,Binders,30.40
P821,"Harbour Creations Shipping Labels, 5000 Label Set",Office Supplies,Labels,5.89
P822,"Apple Office Telephone, with Caller ID",Technology,Phones,32.67
P823,"Hewlett Fax Machine, Digital",Technology,Copiers,271.67
P824,"OIC Clamps, Assorted Sizes",Office Supplies,Fasteners,8.50
P825,"Avery Binder, Clear",Office Supplies,Binders,12.40
P826,"HP Wireless Fax, Laser",Technology,Copiers,180.13
P827,"Kleencut Ruler, Serrated",Office Supplies,Supplies,10.25
P828,"Rogers Shelving, Single Width",Office Supplies,Storage,56.00
P829,"Eaton Note Cards, 8.5 x 11",Office Supplies,Paper,26.00
P830,"Avery Shipping Labels, Alphabetical",Office Supplies,Labels,12.00
P831,"Belkin Router, Erganomic",Technology,Accessories,256.57
P832,"Konica Calculator, Wireless",Technology,Machines,43.80
P833,"Acco Index Tab, Durable",Office Supplies,Binders,9.00
P834,"Sanford Markers, Easy-Erase",Office Supplies,Art,23.67
P835,"Jiffy Clasp Envelope, with clear poly window",Office Supplies,Envelopes,12.00
P836,"Panasonic Receipt Printer, Red",Technology,Machines,118.00
P837,"Cuisinart Toaster, Red",Office Supplies,Appliances,48.00
P838,"Boston Pens, Fluorescent",Office Supplies,Art,15.33
P839,"Wilson Jones Binder, Recycled",Office Supplies,Binders,13.33
P840,"Stockwell Rubber Bands, Bulk Pack",Office Supplies,Fasteners,16.14
P841,"Apple Smart Phone, Cordless",Technology,Phones,636.00
P842,"Cisco Office Telephone, VoIP",Technology,Phones,48.00
P843,"Hon Executive Leather Armchair, Black",Furniture,Chairs,411.33
P844,"Brother Fax and Copier, Laser",Technology,Copiers,191.00
P845,"Dania Classic Bookcase, Mobile",Furniture,Bookcases,372.00
P846,"Acco Index Tab, Economy",Office Supplies,Binders,10.00
P847,"Cardinal Binder, Durable",Office Supplies,Binders,15.33
P848,"Hon Color Coded Labels, 5000 Label Set",Office Supplies,Labels,13.33
P849,"Advantus Clamps, 12 Pack",Office Supplies,Fasteners,18.67
P850,"Enermax Computer Printout Paper, Premium",Office Supplies,Paper,28.40
P851,"Eaton Message Books, 8.5 x 11",Office Supplies,Paper,22.33
P852,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,28.40
P853,"SAFCO Steel Folding Chair, Set of Two",Furniture,Chairs,35.17
P854,"Barricks Conference Table, Fully Assembled",Furniture,Tables,363.50
P855,"Deflect-O Photo Frame, Durable",Furniture,Furnishings,24.40
P856,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,3.50
P857,"Binney & Smith Sketch Pad, Fluorescent",Office Supplies,Art,47.50
P858,"Fellowes Trays, Blue",Office Supplies,Storage,34.40
P859,"Rubbermaid Photo Frame, Erganomic",Furniture,Furnishings,50.50
P860,"Accos Staples, 12 Pack",Office Supplies,Fasteners,5.00
P861,"Rogers Shelving, Wire Frame",Office Supplies,Storage,30.50
P862,"StarTech Card Printer, Red",Technology,Machines,136.57
P863,"Safco Classic Bookcase, Mobile",Furniture,Bookcases,396.60
P864,"Avery Index Tab, Durable",Office Supplies,Binders,6.00
P865,"Eldon Light Bulb, Black",Furniture,Furnishings,22.67
P866,"HP Fax Machine, Digital",Technology,Copiers,299.50
P867,"Novimex Rocking Chair, Adjustable",Furniture,Chairs,67.00
P868,"Stockwell Rubber Bands, Metal",Office Supplies,Fasteners,16.71
P869,"Panasonic Printer, Durable",Technology,Machines,266.67
P870,"Memorex Memory Card, Bluetooth",Technology,Accessories,102.29
P871,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases,171.33
P872,"Stiletto Ruler, High Speed",Office Supplies,Supplies,14.92
P873,"Novimex Removable Labels, Adjustable",Office Supplies,Labels,10.25
P874,"Memorex Numeric Keypad, Bluetooth",Technology,Accessories,45.50
P875,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,176.25
P876,"Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes,46.25
P877,"Acco Index Tab, Clear",Office Supplies,Binders,8.00
P878,"Sanford Canvas, Water Color",Office Supplies,Art,53.50
P879,"Green Bar Memo Slips, Recycled",Office Supplies,Paper,17.00
P880,"Ames Peel and Seal, Set of 50",Office Supplies,Envelopes,9.40
P881,"Cisco Office Telephone, with Caller ID",Technology,Phones,40.00
P882,"Nokia Office Telephone, Full Size",Technology,Phones,33.20
P883,"Samsung Headset, with Caller ID",Technology,Phones,66.00
P884,"Eldon Light Bulb, Durable",Furniture,Furnishings,22.33
P885,"Avery Shipping Labels, Adjustable",Office Supplies,Labels,9.71
P886,"Eaton Memo Slips, Recycled",Office Supplies,Paper,13.71
P887,"Ibico Index Tab, Economy",Office Supplies,Binders,10.50
P888,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,230.17
P889,"Cisco Audio Dock, VoIP",Technology,Phones,182.00
P890,"Chromcraft Computer Table, Adjustable Height",Furniture,Tables,445.57
P891,"Elite Trimmer, Serrated",Office Supplies,Supplies,38.40
P892,"BIC Pens, Blue",Office Supplies,Art,14.00
P893,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,10.50
P894,"Elite Trimmer, Easy Grip",Office Supplies,Supplies,43.50
P895,"Nokia Headset, Cordless",Technology,Phones,45.50
P896,"Kleencut Scissors, High Speed",Office Supplies,Supplies,22.25
P897,"Canon Personal Copier, High-Speed",Technology,Copiers,141.00
P898,"Acco Binding Machine, Durable",Office Supplies,Binders,52.60
P899,"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners,13.25
P900,"Cisco Speaker Phone, with Caller ID",Technology,Phones,69.33
P901,"Bush Classic Bookcase, Metal",Furniture,Bookcases,412.00
P902,"Hon File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,8.63
P903,"Hon Rocking Chair, Adjustable",Furniture,Chairs,119.75
P904,"Fellowes Trays, Industrial",Office Supplies,Storage,52.00
P905,"Sharp Fax and Copier, High-Speed",Technology,Copiers,142.00
P906,"Enermax Memo Slips, Recycled",Office Supplies,Paper,15.50
P907,"Epson Phone, White",Technology,Machines,71.50
P908,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,149.50
P909,"Avery Removable Labels, Laser Printer Compatible",Office Supplies,Labels,10.75
P910,"SanDisk Numeric Keypad, USB",Technology,Accessories,53.13
P911,"Eldon Photo Frame, Erganomic",Furniture,Furnishings,45.33
P912,"Smead Color Coded Labels, Alphabetical",Office Supplies,Labels,13.00
P913,"Hewlett Fax Machine, Color",Technology,Copiers,321.33
P914,"StarTech Phone, Durable",Technology,Machines,37.33
P915,"Epson Inkjet, Durable",Technology,Machines,306.67
P916,"Ikea Floating Shelf Set, Traditional",Furniture,Bookcases,170.33
P917,"Breville Refrigerator, White",Office Supplies,Appliances,258.80
P918,"Rubbermaid Clock, Durable",Furniture,Furnishings,47.00
P919,"Hon Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,10.60
P920,"Fellowes Box, Single Width",Office Supplies,Storage,19.75
P921,"Breville Refrigerator, Silver",Office Supplies,Appliances,520.00
P922,"Fiskars Box Cutter, High Speed",Office Supplies,Supplies,36.00
P923,"Sharp Copy Machine, Laser",Technology,Copiers,239.00
P924,"Apple Signal Booster, Cordless",Technology,Phones,139.50
P925,"Motorola Headset, VoIP",Technology,Phones,67.83
P926,"Tenex Photo Frame, Erganomic",Furniture,Furnishings,50.50
P927,"Apple Headset, Full Size",Technology,Phones,44.80
P928,"Wilson Jones Index Tab, Clear",Office Supplies,Binders,6.00
P929,"Boston Sketch Pad, Easy-Erase",Office Supplies,Art,24.43
P930,"Advantus Photo Frame, Duo Pack",Furniture,Furnishings,53.00
P931,"Deflect-O Clock, Duo Pack",Furniture,Furnishings,50.25
P932,"Lesro Training Table, Rectangular",Furniture,Tables,80.00
P933,"OIC Paper Clips, Bulk Pack",Office Supplies,Fasteners,7.33
P934,"Eldon Trays, Industrial",Office Supplies,Storage,24.17
P935,"Kleencut Letter Opener, Steel",Office Supplies,Supplies,12.00
P936,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,Chairs,50.33
P937,"Lesro Round Table, Fully Assembled",Furniture,Tables,181.38
P938,"Safco 3-Shelf Cabinet, Metal",Furniture,Bookcases,151.33
P939,"Epson Phone, Red",Technology,Machines,66.40
P940,"StarTech Card Printer, Wireless",Technology,Machines,98.00
P941,"Kraft Business Envelopes, Recycled",Office Supplies,Envelopes,15.17
P942,"Enermax Message Books, Multicolor",Office Supplies,Paper,23.89
P943,"Office Star Chairmat, Set of Two",Furniture,Chairs,68.00
P944,"Hewlett Ink, Digital",Technology,Copiers,148.50
P945,"Sanford Canvas, Blue",Office Supplies,Art,50.50
P946,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,7.00
P947,"Stockwell Push Pins, Assorted Sizes",Office Supplies,Fasteners,11.67
P948,"Eldon Shelving, Blue",Office Supplies,Storage,43.57
P949,"SanDisk Router, Erganomic",Technology,Accessories,254.14
P950,"Rubbermaid Stacking Tray, Erganomic",Furniture,Furnishings,22.00
P951,"Eaton Computer Printout Paper, Multicolor",Office Supplies,Paper,28.00
P952,"Fiskars Shears, Easy Grip",Office Supplies,Supplies,49.20
P953,"Rubbermaid Frame, Erganomic",Furniture,Furnishings,108.50
P954,"Harbour Creations Color Coded Labels, Alphabetical",Office Supplies,Labels,12.67
P955,"Epson Card Printer, Red",Technology,Machines,142.00
P956,"Kleencut Ruler, High Speed",Office Supplies,Supplies,13.50
P957,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,4.00
P958,"BIC Sketch Pad, Easy-Erase",Office Supplies,Art,49.00
P959,"Sauder Library with Doors, Metal",Furniture,Bookcases,348.50
P960,"Kraft Business Envelopes, Security-Tint",Office Supplies,Envelopes,14.75
P961,"Advantus Clamps, Bulk Pack",Office Supplies,Fasteners,19.33
P962,"Fiskars Trimmer, Serrated",Office Supplies,Supplies,39.00
P963,"Avery File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,9.00
P964,"Stiletto Box Cutter, Serrated",Office Supplies,Supplies,32.50
P965,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,58.00
P966,"Fellowes Shelving, Industrial",Office Supplies,Storage,52.33
P967,"Logitech Mouse, Bluetooth",Technology,Accessories,29.29
P968,"Accos Clamps, Metal",Office Supplies,Fasteners,19.60
P969,"Okidata Receipt Printer, Wireless",Technology,Machines,73.50
P970,"Avery Round Labels, Alphabetical",Office Supplies,Labels,7.00
P971,"Tenex Folders, Industrial",Office Supplies,Storage,21.50
P972,"Wilson Jones Binder, Durable",Office Supplies,Binders,14.50
P973,"Okidata Calculator, Durable",Technology,Machines,52.33
P974,"Novimex Removable Labels, Laser Printer Compatible",Office Supplies,Labels,9.50
P975,"Okidata Phone, White",Technology,Machines,85.29
P976,"Canon Fax and Copier, Laser",Technology,Copiers,191.36
P977,"Bush 3-Shelf Cabinet, Mobile",Furniture,Bookcases,131.00
P978,"Sauder Library with Doors, Pine",Furniture,Bookcases,194.33
P979,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,30.40
P980,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,426.00
P981,"Chromcraft Training Table, with Bottom Storage",Furniture,Tables,142.00
P982,"Stanley Sketch Pad, Water Color",Office Supplies,Art,24.00
P983,"Sauder Stackable Bookrack, Traditional",Furniture,Bookcases,146.33
P984,"Rogers Lockers, Industrial",Office Supplies,Storage,191.00
P985,"Canon Wireless Fax, Laser",Technology,Copiers,378.60
P986,"Binney & Smith Markers, Water Color",Office Supplies,Art,13.50
P987,"Hon Swivel Stool, Set of Two",Furniture,Chairs,66.50
P988,"Office Star Bag Chairs, Black",Furniture,Chairs,47.50
P989,"Cisco Audio Dock, Cordless",Technology,Phones,157.13
P990,"SAFCO Bag Chairs, Set of Two",Furniture,Chairs,46.67
P991,"Hewlett Personal Copier, Color",Technology,Copiers,124.00
P992,"Stockwell Staples, 12 Pack",Office Supplies,Fasteners,9.82
P993,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,5.67
P994,"Ames Business Envelopes, Recycled",Office Supplies,Envelopes,6.71
P995,"Eaton Memo Slips, Multicolor",Office Supplies,Paper,7.60
P996,"Green Bar Message Books, Premium",Office Supplies,Paper,12.00
P997,"Canon Ink, High-Speed",Technology,Copiers,72.67
P998,"Nokia Signal Booster, Full Size",Technology,Phones,69.00
P999,"Panasonic Card Printer, White",Technology,Machines,172.20
P1000,"Kraft Manila Envelope, Set of 50",Office Supplies,Envelopes,24.00
P1001,"Acme Letter Opener, Easy Grip",Office Supplies,Supplies,32.00
P1002,"Sharp Ink, High-Speed",Technology,Copiers,104.29
P1003,"Nokia Office Telephone, VoIP",Technology,Phones,32.63
P1004,"Tenex Clock, Duo Pack",Furniture,Furnishings,50.50
P1005,"Smead Trays, Wire Frame",Office Supplies,Storage,43.00
P1006,"Ames Peel and Seal, Security-Tint",Office Supplies,Envelopes,21.00
P1007,"Xerox Cards & Envelopes, Multicolor",Office Supplies,Paper,46.33
P1008,"Motorola Office Telephone, Cordless",Technology,Phones,44.67
P1009,"Konica Receipt Printer, Durable",Technology,Machines,122.50
P1010,"Logitech Flash Drive, Programmable",Technology,Accessories,32.00
P1011,"Fiskars Shears, High Speed",Office Supplies,Supplies,48.00
P1012,"Enermax Flash Drive, Programmable",Technology,Accessories,43.00
P1013,"Okidata Calculator, Wireless",Technology,Machines,52.33
P1014,"SanDisk Parchment Paper, 8.5 x 11",Office Supplies,Paper,20.88
P1015,"Hoover Coffee Grinder, Black",Office Supplies,Appliances,68.29
P1016,"Stanley Sketch Pad, Blue",Office Supplies,Art,44.50
P1017,"Eldon Shelving, Industrial",Office Supplies,Storage,49.00
P1018,"Memorex Keyboard, Erganomic",Technology,Accessories,69.00
P1019,"SanDisk Computer Printout Paper, Multicolor",Office Supplies,Paper,15.50
P1020,"Stiletto Trimmer, Easy Grip",Office Supplies,Supplies,44.33
P1021,"Green Bar Message Books, 8.5 x 11",Office Supplies,Paper,28.00
P1022,"Smead Round Labels, Laser Printer Compatible",Office Supplies,Labels,7.00
P1023,"Eldon Trays, Blue",Office Supplies,Storage,48.00
P1024,"Tenex Folders, Wire Frame",Office Supplies,Storage,13.33
P1025,"Eaton Computer Printout Paper, 8.5 x 11",Office Supplies,Paper,30.75
P1026,"Apple Smart Phone, with Caller ID",Technology,Phones,319.56
P1027,"Brother Fax and Copier, Color",Technology,Copiers,193.00
P1028,"Cardinal Binder, Recycled",Office Supplies,Binders,7.00
P1029,"Ames Manila Envelope, Set of 50",Office Supplies,Envelopes,24.75
P1030,"Motorola Headset, Full Size",Technology,Phones,72.92
P1031,"Bush Library with Doors, Pine",Furniture,Bookcases,183.00
P1032,"Green Bar Memo Slips, Multicolor",Office Supplies,Paper,9.33
P1033,"OIC Paper Clips, Assorted Sizes",Office Supplies,Fasteners,12.00
P1034,"Smead File Cart, Blue",Office Supplies,Storage,127.44
P1035,"Hewlett Personal Copier, Digital",Technology,Copiers,129.60
P1036,"Motorola Audio Dock, Cordless",Technology,Phones,88.00
P1037,"Stiletto Letter Opener, High Speed",Office Supplies,Supplies,13.83
P1038,"Kleencut Box Cutter, Serrated",Office Supplies,Supplies,31.50
P1039,"Dania Library with Doors, Traditional",Furniture,Bookcases,362.33
P1040,"HP Personal Copier, Color",Technology,Copiers,125.67
P1041,"Canon Wireless Fax, High-Speed",Technology,Copiers,339.14
P1042,"GlobeWeis Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,25.63
P1043,"Cameo Mailers, Recycled",Office Supplies,Envelopes,37.00
P1044,"Boston Sketch Pad, Water Color",Office Supplies,Art,25.80
P1045,"Acco Binder Covers, Durable",Office Supplies,Binders,7.50
P1046,"Avery 3-Hole Punch, Durable",Office Supplies,Binders,15.00
P1047,"Okidata Card Printer, White",Technology,Machines,174.33
P1048,"Panasonic Card Printer, Durable",Technology,Machines,87.00
P1049,"Elite Scissors, High Speed",Office Supplies,Supplies,11.33
P1050,"Stiletto Ruler, Easy Grip",Office Supplies,Supplies,16.60
P1051,"Eldon Trays, Single Width",Office Supplies,Storage,43.25
P1052,"Boston Highlighters, Fluorescent",Office Supplies,Art,20.00
P1053,"Hon Color Coded Labels, Adjustable",Office Supplies,Labels,10.50
P1054,"Kraft Peel and Seal, Recycled",Office Supplies,Envelopes,19.33
P1055,"StarTech Phone, Wireless",Technology,Machines,37.20
P1056,"Accos Staples, Bulk Pack",Office Supplies,Fasteners,5.50
P1057,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs,86.00
P1058,"Accos Thumb Tacks, 12 Pack",Office Supplies,Fasteners,13.00
P1059,"Stockwell Clamps, Assorted Sizes",Office Supplies,Fasteners,16.33
P1060,"Hoover Refrigerator, Silver",Office Supplies,Appliances,527.00
P1061,"Bush Floating Shelf Set, Metal",Furniture,Bookcases,170.50
P1062,"Green Bar Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,52.50
P1063,"Enermax Keyboard, Programmable",Technology,Accessories,85.00
P1064,"Tenex Box, Wire Frame",Office Supplies,Storage,14.00
P1065,"Advantus Light Bulb, Black",Furniture,Furnishings,20.00
P1066,"Green Bar Cards & Envelopes, Recycled",Office Supplies,Paper,48.29
P1067,"Enermax Mouse, Erganomic",Technology,Accessories,38.00
P1068,"HP Fax and Copier, Color",Technology,Copiers,174.50
P1069,"Hamilton Beach Microwave, Silver",Office Supplies,Appliances,255.00
P1070,"Stockwell Push Pins, Bulk Pack",Office Supplies,Fasteners,14.33
P1071,"Sauder Library with Doors, Traditional",Furniture,Bookcases,387.57
P1072,"Elite Box Cutter, Easy Grip",Office Supplies,Supplies,36.67
P1073,"KitchenAid Blender, Silver",Office Supplies,Appliances,99.00
P1074,"Eldon Door Stop, Black",Furniture,Furnishings,50.00
P1075,"Fellowes Shelving, Single Width",Office Supplies,Storage,34.50
P1076,"GlobeWeis Clasp Envelope, Set of 50",Office Supplies,Envelopes,9.88
P1077,"Accos Push Pins, Metal",Office Supplies,Fasteners,14.60
P1078,"Brother Personal Copier, High-Speed",Technology,Copiers,120.00
P1079,"SanDisk Mouse, Bluetooth",Technology,Accessories,34.33
P1080,"Sharp Fax Machine, Color",Technology,Copiers,252.67
P1081,"Hewlett Wireless Fax, High-Speed",Technology,Copiers,378.50
P1082,"Bevis Conference Table, Fully Assembled",Furniture,Tables,138.75
P1083,"Eaton Message Books, Recycled",Office Supplies,Paper,20.40
P1084,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,8.13
P1085,"Samsung Smart Phone, VoIP",Technology,Phones,636.33
P1086,"Stanley Pens, Fluorescent",Office Supplies,Art,11.33
P1087,"Fiskars Scissors, Serrated",Office Supplies,Supplies,19.75
P1088,"Advantus Paper Clips, Metal",Office Supplies,Fasteners,13.50
P1089,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs,67.00
P1090,"Novimex Chairmat, Adjustable",Furniture,Chairs,53.00
P1091,"Ames Mailers, Security-Tint",Office Supplies,Envelopes,38.33
P1092,"Avery Binding Machine, Recycled",Office Supplies,Binders,49.00
P1093,"Apple Audio Dock, with Caller ID",Technology,Phones,167.00
P1094,"Boston Pens, Water Color",Office Supplies,Art,17.33
P1095,"HP Fax Machine, High-Speed",Technology,Copiers,298.20
P1096,"Nokia Speaker Phone, Full Size",Technology,Phones,62.25
P1097,"Novimex Bag Chairs, Set of Two",Furniture,Chairs,19.20
P1098,"Hewlett Fax Machine, Laser",Technology,Copiers,320.00
P1099,"Harbour Creations Round Labels, Alphabetical",Office Supplies,Labels,6.56
P1100,"Belkin Memory Card, Bluetooth",Technology,Accessories,115.00
P1101,"Logitech Router, Erganomic",Technology,Accessories,245.25
P1102,"Xerox Cards & Envelopes, Recycled",Office Supplies,Paper,45.00
P1103,"Memorex Numeric Keypad, USB",Technology,Accessories,21.50
P1104,"Bush Library with Doors, Metal",Furniture,Bookcases,363.71
P1105,"Jiffy Business Envelopes, Security-Tint",Office Supplies,Envelopes,16.00
P1106,"Barricks Conference Table, Adjustable Height",Furniture,Tables,591.00
P1107,"Deflect-O Stacking Tray, Durable",Furniture,Furnishings,17.67
P1108,"Ames Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,47.50
P1109,"HP Fax Machine, Laser",Technology,Copiers,300.00
P1110,"Motorola Signal Booster, VoIP",Technology,Phones,143.20
P1111,"Hon Steel Folding Chair, Set of Two",Furniture,Chairs,83.71
P1112,"Hon Color Coded Labels, Alphabetical",Office Supplies,Labels,12.50
P1113,"Rogers Folders, Blue",Office Supplies,Storage,27.60
P1114,"Samsung Smart Phone, Full Size",Technology,Phones,541.75
P1115,"Deflect-O Clock, Durable",Furniture,Furnishings,47.33
P1116,"Eldon Door Stop, Duo Pack",Furniture,Furnishings,50.33
P1117,"Kleencut Scissors, Steel",Office Supplies,Supplies,21.50
P1118,"Dania Classic Bookcase, Metal",Furniture,Bookcases,369.14
P1119,"Advantus Paper Clips, Bulk Pack",Office Supplies,Fasteners,7.00
P1120,"Safco Stackable Bookrack, Traditional",Furniture,Bookcases,148.50
P1121,"Hoover Toaster, White",Office Supplies,Appliances,82.00
P1122,"Stiletto Box Cutter, Steel",Office Supplies,Supplies,35.33
P1123,"Sharp Personal Copier, Laser",Technology,Copiers,120.00
P1124,"Fiskars Shears, Steel",Office Supplies,Supplies,47.00
P1125,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,49.50
P1126,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,155.67
P1127,"HP Ink, High-Speed",Technology,Copiers,107.75
P1128,"StarTech Printer, Red",Technology,Machines,215.33
P1129,"Advantus Door Stop, Duo Pack",Furniture,Furnishings,31.60
P1130,"Hon Bag Chairs, Adjustable",Furniture,Chairs,47.57
P1131,"Hon Chairmat, Red",Furniture,Chairs,50.00
P1132,"Okidata Inkjet, White",Technology,Machines,311.50
P1133,"Brother Copy Machine, Color",Technology,Copiers,224.33
P1134,"Novimex Chairmat, Set of Two",Furniture,Chairs,58.60
P1135,"Kraft Business Envelopes, Set of 50",Office Supplies,Envelopes,20.00
P1136,"SAFCO Rocking Chair, Adjustable",Furniture,Chairs,109.86
P1137,"Hon Shipping Labels, 5000 Label Set",Office Supplies,Labels,12.00
P1138,"Bevis Wood Table, Rectangular",Furniture,Tables,531.00
P1139,"Acco Binder, Economy",Office Supplies,Binders,15.00
P1140,"Panasonic Inkjet, Durable",Technology,Machines,265.38
P1141,"Smead Shelving, Blue",Office Supplies,Storage,49.00
P1142,"Cuisinart Refrigerator, Red",Office Supplies,Appliances,496.00
P1143,"Tenex Box, Blue",Office Supplies,Storage,16.50
P1144,"GlobeWeis Peel and Seal, with clear poly window",Office Supplies,Envelopes,22.50
P1145,"Stanley Sketch Pad, Fluorescent",Office Supplies,Art,46.00
P1146,"Memorex Memory Card, Programmable",Technology,Accessories,103.80
P1147,"Harbour Creations Steel Folding Chair, Red",Furniture,Chairs,88.00
P1148,"Harbour Creations Chairmat, Red",Furniture,Chairs,64.75
P1149,"Hamilton Beach Stove, Red",Office Supplies,Appliances,488.00
P1150,"OIC Push Pins, Bulk Pack",Office Supplies,Fasteners,15.00
P1151,"Avery Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,11.50
P1152,"Office Star Rocking Chair, Adjustable",Furniture,Chairs,129.00
P1153,"Stiletto Letter Opener, Steel",Office Supplies,Supplies,25.00
P1154,"Samsung Signal Booster, VoIP",Technology,Phones,123.00
P1155,"Hon Removable Labels, Adjustable",Office Supplies,Labels,4.00
P1156,"Smead Shipping Labels, 5000 Label Set",Office Supplies,Labels,12.00
P1157,"Acme Letter Opener, Serrated",Office Supplies,Supplies,27.00
P1158,"GlobeWeis Manila Envelope, Security-Tint",Office Supplies,Envelopes,29.67
P1159,"Rogers Lockers, Wire Frame",Office Supplies,Storage,189.50
P1160,"Kraft Clasp Envelope, Set of 50",Office Supplies,Envelopes,5.00
P1161,"Harbour Creations Swivel Stool, Red",Furniture,Chairs,162.00
P1162,"Stockwell Staples, Metal",Office Supplies,Fasteners,11.00
P1163,"Apple Headset, VoIP",Technology,Phones,66.00
P1164,"Jiffy Business Envelopes, Set of 50",Office Supplies,Envelopes,20.00
P1165,"Panasonic Printer, Wireless",Technology,Machines,226.67
P1166,"KitchenAid Stove, Silver",Office Supplies,Appliances,571.00
P1167,"Kraft Mailers, Set of 50",Office Supplies,Envelopes,37.67
P1168,"Elite Ruler, Easy Grip",Office Supplies,Supplies,15.33
P1169,"Accos Rubber Bands, Bulk Pack",Office Supplies,Fasteners,15.00
P1170,"GlobeWeis Mailers, Recycled",Office Supplies,Envelopes,18.50
P1171,"Accos Push Pins, 12 Pack",Office Supplies,Fasteners,7.00
P1172,"Memorex Memory Card, USB",Technology,Accessories,51.25
P1173,"Rogers Shelving, Blue",Office Supplies,Storage,56.00
P1174,"Elite Shears, Serrated",Office Supplies,Supplies,43.50
P1175,"Jiffy Business Envelopes, Recycled",Office Supplies,Envelopes,14.67
P1176,"Tenex Clock, Erganomic",Furniture,Furnishings,49.00
P1177,"SAFCO Rocking Chair, Black",Furniture,Chairs,119.00
P1178,"Office Star Steel Folding Chair, Black",Furniture,Chairs,80.40
P1179,"Motorola Smart Phone, Cordless",Technology,Phones,546.33
P1180,"Advantus Stacking Tray, Durable",Furniture,Furnishings,26.40
P1181,"Cuisinart Coffee Grinder, Red",Office Supplies,Appliances,34.67
P1182,"Jiffy Mailers, Security-Tint",Office Supplies,Envelopes,39.67
P1183,"Smead Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,11.50
P1184,"Ibico Binder, Durable",Office Supplies,Binders,17.00
P1185,"Samsung Headset, Full Size",Technology,Phones,74.33
P1186,"SanDisk Mouse, Erganomic",Technology,Accessories,36.00
P1187,"Accos Push Pins, Bulk Pack",Office Supplies,Fasteners,14.67
P1188,"Canon Personal Copier, Laser",Technology,Copiers,142.67
P1189,"Elite Shears, Steel",Office Supplies,Supplies,23.20
P1190,"Tenex Light Bulb, Erganomic",Furniture,Furnishings,17.55
P1191,"Hon Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,11.33
P1192,"Ikea Stackable Bookrack, Pine",Furniture,Bookcases,124.00
P1193,"Smead File Cart, Industrial",Office Supplies,Storage,64.20
P1194,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,50.33
P1195,"OIC Clamps, Bulk Pack",Office Supplies,Fasteners,20.00
P1196,"HP Copy Machine, Color",Technology,Copiers,245.14
P1197,"Rubbermaid Light Bulb, Erganomic",Furniture,Furnishings,17.50
